Object,View,Algo,Merge,Input_Views,IOU,MSE
shark,back,HYBRID,DEPTH,PROJ_from_top_front,1.0000,53.0339
shark,bottom,SILHOUETTE,INTERSECT,PROJ_from_top_left,1.0000,74.4984
shark,right,SPATIAL,CARVE,PROJ_from_top_front_left,0.9956,53.7600
shark,back,DEPTH,MAPPING,from_front_left,0.9922,64.4297
shark,right,SILHOUETTE,INTERSECT,PROJ_from_front_left,1.0000,48.3215
shark,right,SILHOUETTE,INTERSECT,PROJ_from_top_left,1.0000,52.3201
shark,back,SILHOUETTE,INTERSECT,PROJ_from_top_front_left,1.0000,57.6380
shark,right,SPATIAL,CARVE,PROJ_from_front_left,1.0000,48.3215
shark,back,SPATIAL,CARVE,VOTE_from_top_front,1.0000,57.7422
shark,right,SPATIAL,CARVE,PROJ_from_top_left,1.0000,52.3201
shark,bottom,HYBRID,DEPTH,PROJ_from_top_front,1.0000,69.5968
shark,back,SILHOUETTE,INTERSECT,VOTE_from_top_front_left,1.0000,56.4818
shark,right,HYBRID,DEPTH,VOTE_from_front_left,0.9912,42.4048
shark,right,SILHOUETTE,INTERSECT,VOTE_from_front_left,1.0000,42.2832
shark,right,HYBRID,DEPTH,PROJ_from_front_left,0.9912,48.4970
shark,back,HYBRID,DEPTH,VOTE_from_top_front,1.0000,57.7422
shark,back,SILHOUETTE,INTERSECT,VOTE_from_top_front,1.0000,57.7422
shark,bottom,SILHOUETTE,INTERSECT,VOTE_from_top_front_left,1.0000,75.7937
shark,back,SPATIAL,CARVE,VOTE_from_front_left,1.0000,99.2734
shark,right,SPATIAL,CARVE,VOTE_from_top_left,1.0000,47.8805
shark,bottom,SPATIAL,CARVE,VOTE_from_top_left,1.0000,76.5587
shark,right,HYBRID,DEPTH,VOTE_from_top_left,0.9690,48.5297
shark,back,HYBRID,DEPTH,PROJ_from_top_front_left,0.9844,55.5212
shark,back,SPATIAL,CARVE,PROJ_from_top_front,1.0000,53.0339
shark,right,SILHOUETTE,INTERSECT,PROJ_from_top_front_left,0.9956,53.7600
shark,right,SILHOUETTE,INTERSECT,VOTE_from_top_left,1.0000,47.8805
shark,back,HYBRID,DEPTH,VOTE_from_front_left,1.0000,99.2734
shark,right,SPATIAL,CARVE,VOTE_from_front_left,1.0000,42.2832
shark,bottom,SILHOUETTE,INTERSECT,VOTE_from_top_left,1.0000,76.5587
shark,right,DEPTH,MAPPING,from_top_front_left,0.9912,43.8097
shark,back,SPATIAL,CARVE,VOTE_from_top_front_left,1.0000,56.4818
shark,bottom,SPATIAL,CARVE,PROJ_from_top_left,1.0000,74.4984
shark,bottom,SPATIAL,CARVE,PROJ_from_top_front,1.0000,69.5968
shark,bottom,DEPTH,MAPPING,from_top_left,0.9859,75.4349
shark,bottom,SPATIAL,CARVE,VOTE_from_top_front,1.0000,77.8556
shark,back,HYBRID,DEPTH,VOTE_from_top_front_left,0.9844,54.3624
shark,bottom,HYBRID,DEPTH,VOTE_from_top_front,1.0000,77.8556
shark,bottom,SILHOUETTE,INTERSECT,VOTE_from_top_front,1.0000,77.8556
shark,bottom,SPATIAL,CARVE,PROJ_from_top_front_left,1.0000,74.8127
guy,back,SILHOUETTE,INTERSECT,VOTE_from_front_left,1.0000,88.8723
guy,right,DEPTH,MAPPING,from_front_left,1.0000,75.3033
guy,back,SPATIAL,CARVE,PROJ_from_front_left,1.0000,86.2749
guy,back,SILHOUETTE,INTERSECT,PROJ_from_front_left,1.0000,86.2749
guy,back,HYBRID,DEPTH,PROJ_from_front_left,1.0000,86.2749
guy,back,DEPTH,MAPPING,from_front_left,1.0000,79.1580
guy,right,SILHOUETTE,INTERSECT,PROJ_from_front_left,1.0000,91.0240
guy,right,SPATIAL,CARVE,PROJ_from_front_left,1.0000,91.0240
guy,right,HYBRID,DEPTH,VOTE_from_front_left,1.0000,91.0240
guy,right,SILHOUETTE,INTERSECT,VOTE_from_front_left,1.0000,91.0240
guy,right,HYBRID,DEPTH,PROJ_from_front_left,1.0000,91.0240
guy,back,SPATIAL,CARVE,VOTE_from_front_left,1.0000,88.8723
guy,back,HYBRID,DEPTH,VOTE_from_front_left,1.0000,88.8723
guy,right,SPATIAL,CARVE,VOTE_from_front_left,1.0000,91.0240
turtle,back,SILHOUETTE,INTERSECT,VOTE_from_front_left,0.9630,74.9722
turtle,right,DEPTH,MAPPING,from_front_left,0.9882,51.5437
turtle,bottom,SILHOUETTE,INTERSECT,PROJ_from_top_front,1.0000,85.8969
turtle,bottom,HYBRID,DEPTH,PROJ_from_top_front_left,0.7597,83.4327
turtle,back,DEPTH,MAPPING,from_top_front_left,0.8933,65.6017
turtle,right,DEPTH,MAPPING,from_top_left,0.9655,53.8750
turtle,back,DEPTH,MAPPING,from_top_front,0.9029,61.3903
turtle,bottom,DEPTH,MAPPING,from_top_front_left,0.9784,92.6519
turtle,back,SPATIAL,CARVE,PROJ_from_front_left,0.9630,74.4765
turtle,back,SILHOUETTE,INTERSECT,PROJ_from_front_left,0.9630,74.4765
turtle,back,HYBRID,DEPTH,PROJ_from_front_left,0.9630,75.2906
turtle,back,SPATIAL,CARVE,PROJ_from_top_front_left,0.9630,71.5791
turtle,bottom,SPATIAL,CARVE,VOTE_from_top_front_left,1.0000,81.9227
turtle,bottom,HYBRID,DEPTH,VOTE_from_top_left,0.9171,96.9849
turtle,bottom,HYBRID,DEPTH,PROJ_from_top_left,0.9171,84.3835
turtle,back,SILHOUETTE,INTERSECT,PROJ_from_top_front,0.9753,71.7342
turtle,bottom,HYBRID,DEPTH,VOTE_from_top_front_left,0.7597,88.8218
turtle,right,HYBRID,DEPTH,VOTE_from_top_front_left,0.6310,71.1604
turtle,bottom,DEPTH,MAPPING,from_top_front,0.9945,96.9871
turtle,right,HYBRID,DEPTH,PROJ_from_top_left,0.9583,83.1325
turtle,right,SPATIAL,CARVE,VOTE_from_top_front_left,1.0000,62.1925
turtle,right,HYBRID,DEPTH,PROJ_from_top_front_left,0.6310,87.6918
turtle,bottom,SILHOUETTE,INTERSECT,PROJ_from_top_front_left,1.0000,79.2219
turtle,right,SILHOUETTE,INTERSECT,VOTE_from_top_front_left,1.0000,62.1925
turtle,back,HYBRID,DEPTH,PROJ_from_top_front,0.9136,70.0653
turtle,bottom,SILHOUETTE,INTERSECT,PROJ_from_top_left,1.0000,80.8610
turtle,right,SPATIAL,CARVE,PROJ_from_top_front_left,1.0000,82.4643
turtle,back,DEPTH,MAPPING,from_front_left,0.9693,63.8650
turtle,right,SILHOUETTE,INTERSECT,PROJ_from_front_left,1.0000,81.6905
turtle,right,SILHOUETTE,INTERSECT,PROJ_from_top_left,1.0000,81.8552
turtle,back,SILHOUETTE,INTERSECT,PROJ_from_top_front_left,0.9630,71.5791
turtle,right,SPATIAL,CARVE,PROJ_from_front_left,1.0000,81.6905
turtle,back,SPATIAL,CARVE,VOTE_from_top_front,0.9753,69.5274
turtle,right,SPATIAL,CARVE,PROJ_from_top_left,1.0000,81.8552
turtle,bottom,HYBRID,DEPTH,PROJ_from_top_front,0.9530,88.2522
turtle,back,SILHOUETTE,INTERSECT,VOTE_from_top_front_left,0.9630,65.7564
turtle,right,HYBRID,DEPTH,VOTE_from_front_left,1.0000,60.5476
turtle,right,SILHOUETTE,INTERSECT,VOTE_from_front_left,1.0000,60.5476
turtle,right,HYBRID,DEPTH,PROJ_from_front_left,1.0000,81.6905
turtle,back,HYBRID,DEPTH,VOTE_from_top_front,0.9136,67.5338
turtle,back,SILHOUETTE,INTERSECT,VOTE_from_top_front,0.9753,69.5274
turtle,bottom,SILHOUETTE,INTERSECT,VOTE_from_top_front_left,1.0000,81.9227
turtle,back,SPATIAL,CARVE,VOTE_from_front_left,0.9630,74.9722
turtle,right,SPATIAL,CARVE,VOTE_from_top_left,1.0000,66.4802
turtle,bottom,SPATIAL,CARVE,VOTE_from_top_left,1.0000,93.1703
turtle,right,HYBRID,DEPTH,VOTE_from_top_left,0.9583,68.1056
turtle,back,HYBRID,DEPTH,PROJ_from_top_front_left,0.7407,63.1500
turtle,back,SPATIAL,CARVE,PROJ_from_top_front,0.9753,71.7342
turtle,right,SILHOUETTE,INTERSECT,PROJ_from_top_front_left,1.0000,82.4643
turtle,right,SILHOUETTE,INTERSECT,VOTE_from_top_left,1.0000,66.4802
turtle,back,HYBRID,DEPTH,VOTE_from_front_left,0.9630,74.8034
turtle,right,SPATIAL,CARVE,VOTE_from_front_left,1.0000,60.5476
turtle,bottom,SILHOUETTE,INTERSECT,VOTE_from_top_left,1.0000,93.1703
turtle,right,DEPTH,MAPPING,from_top_front_left,0.9438,74.2361
turtle,back,SPATIAL,CARVE,VOTE_from_top_front_left,0.9630,65.7564
turtle,bottom,SPATIAL,CARVE,PROJ_from_top_left,1.0000,80.8610
turtle,bottom,SPATIAL,CARVE,PROJ_from_top_front,1.0000,85.8969
turtle,bottom,DEPTH,MAPPING,from_top_left,0.9891,95.5902
turtle,bottom,SPATIAL,CARVE,VOTE_from_top_front,1.0000,91.0295
turtle,back,HYBRID,DEPTH,VOTE_from_top_front_left,0.7407,56.9306
turtle,bottom,HYBRID,DEPTH,VOTE_from_top_front,0.9530,93.3546
turtle,bottom,SILHOUETTE,INTERSECT,VOTE_from_top_front,1.0000,91.0295
turtle,bottom,SPATIAL,CARVE,PROJ_from_top_front_left,1.0000,79.2219
donut,back,SILHOUETTE,INTERSECT,VOTE_from_front_left,1.0000,163.1167
donut,right,DEPTH,MAPPING,from_front_left,1.0000,157.4167
donut,bottom,SILHOUETTE,INTERSECT,PROJ_from_top_front,1.0000,161.9792
donut,bottom,HYBRID,DEPTH,PROJ_from_top_front_left,1.0000,161.9792
donut,back,DEPTH,MAPPING,from_top_front_left,1.0000,157.0333
donut,right,DEPTH,MAPPING,from_top_left,1.0000,144.7000
donut,back,DEPTH,MAPPING,from_top_front,1.0000,153.4000
donut,bottom,DEPTH,MAPPING,from_top_front_left,1.0000,163.2396
donut,back,SPATIAL,CARVE,PROJ_from_front_left,1.0000,159.5500
donut,back,SILHOUETTE,INTERSECT,PROJ_from_front_left,1.0000,159.5500
donut,back,HYBRID,DEPTH,PROJ_from_front_left,1.0000,159.5500
donut,back,SPATIAL,CARVE,PROJ_from_top_front_left,1.0000,159.5500
donut,bottom,SPATIAL,CARVE,VOTE_from_top_front_left,1.0000,161.9792
donut,bottom,HYBRID,DEPTH,VOTE_from_top_left,1.0000,161.9792
donut,bottom,HYBRID,DEPTH,PROJ_from_top_left,1.0000,163.2188
donut,back,SILHOUETTE,INTERSECT,PROJ_from_top_front,1.0000,149.1000
donut,bottom,HYBRID,DEPTH,VOTE_from_top_front_left,1.0000,161.9792
donut,right,HYBRID,DEPTH,VOTE_from_top_front_left,1.0000,150.9667
donut,bottom,DEPTH,MAPPING,from_top_front,1.0000,166.6562
donut,right,HYBRID,DEPTH,PROJ_from_top_left,1.0000,140.7000
donut,right,SPATIAL,CARVE,VOTE_from_top_front_left,1.0000,150.9667
donut,right,HYBRID,DEPTH,PROJ_from_top_front_left,1.0000,142.3333
donut,bottom,SILHOUETTE,INTERSECT,PROJ_from_top_front_left,1.0000,161.9792
donut,right,SILHOUETTE,INTERSECT,VOTE_from_top_front_left,1.0000,150.9667
donut,back,HYBRID,DEPTH,PROJ_from_top_front,1.0000,149.1000
donut,bottom,SILHOUETTE,INTERSECT,PROJ_from_top_left,1.0000,163.2188
donut,right,SPATIAL,CARVE,PROJ_from_top_front_left,1.0000,142.3333
donut,back,DEPTH,MAPPING,from_front_left,1.0000,153.1833
donut,right,SILHOUETTE,INTERSECT,PROJ_from_front_left,1.0000,142.1333
donut,right,SILHOUETTE,INTERSECT,PROJ_from_top_left,1.0000,140.7000
donut,back,SILHOUETTE,INTERSECT,PROJ_from_top_front_left,1.0000,159.5500
donut,right,SPATIAL,CARVE,PROJ_from_front_left,1.0000,142.1333
donut,back,SPATIAL,CARVE,VOTE_from_top_front,1.0000,149.1000
donut,right,SPATIAL,CARVE,PROJ_from_top_left,1.0000,140.7000
donut,bottom,HYBRID,DEPTH,PROJ_from_top_front,1.0000,161.9792
donut,back,SILHOUETTE,INTERSECT,VOTE_from_top_front_left,1.0000,166.1167
donut,right,HYBRID,DEPTH,VOTE_from_front_left,1.0000,161.4500
donut,right,SILHOUETTE,INTERSECT,VOTE_from_front_left,1.0000,161.4500
donut,right,HYBRID,DEPTH,PROJ_from_front_left,1.0000,142.1333
donut,back,HYBRID,DEPTH,VOTE_from_top_front,1.0000,149.1000
donut,back,SILHOUETTE,INTERSECT,VOTE_from_top_front,1.0000,149.1000
donut,bottom,SILHOUETTE,INTERSECT,VOTE_from_top_front_left,1.0000,161.9792
donut,back,SPATIAL,CARVE,VOTE_from_front_left,1.0000,163.1167
donut,right,SPATIAL,CARVE,VOTE_from_top_left,1.0000,144.4333
donut,bottom,SPATIAL,CARVE,VOTE_from_top_left,1.0000,161.9792
donut,right,HYBRID,DEPTH,VOTE_from_top_left,1.0000,144.4333
donut,back,HYBRID,DEPTH,PROJ_from_top_front_left,1.0000,159.5500
donut,back,SPATIAL,CARVE,PROJ_from_top_front,1.0000,149.1000
donut,right,SILHOUETTE,INTERSECT,PROJ_from_top_front_left,1.0000,142.3333
